name	is_canonical
NC_012920	True
NG_000002	True
NG_000008	True
NG_000018	True
NG_000833	True
NG_000834	True
NG_000837	True
NG_000839	True
NG_000840	True
NG_000842	True
NG_000843	True
NG_000845	True
NG_000846	True
NG_000847	True
NG_000848	True
NG_000849	True
NG_000850	True
NG_000858	True
NG_000862	True
NG_000863	True
NG_000866	True
NG_000867	True
NG_000869	True
NG_000870	True
NG_000871	True
NG_000872	True
NG_000874	True
NG_000876	True
NG_000877	True
NG_000878	True
NG_000880	True
NG_000881.2	True
NG_000882	True
NG_000883	True
NG_000884	True
NG_000885	True
NG_000889	True
NG_000890	True
NG_000891	True
NG_000892	True
NG_000893	True
NG_000894	True
NG_000895	True
NG_000896	True
NG_000897	True
NG_000899	True
NG_000902	True
NG_000903	True
NG_000904	True
NG_000906	True
NG_000908	True
NG_000909	True
NG_000910	True
NG_000911	True
NG_000912	True
NG_000916	True
NG_000917	True
NG_000919	True
NG_000921	True
NG_000922	True
NG_000924.4	True
NG_000926	True
NG_000927	True
NG_000930	True
NG_000933	True
NG_000936	True
NG_000938	True
NG_000940	True
NG_000941	True
NG_000942	True
NG_000943	True
NG_000944	True
NG_000945	True
NG_000946	True
NG_000948	True
NG_000949	True
NG_000950.3	True
NG_000951	True
NG_000952	True
NG_000953	True
NG_000954	True
NG_000958	True
NG_000960	True
NG_000962	True
NG_000963	True
NG_000964	True
NG_000966	True
NG_000969.3	True
NG_000970	True
NG_000971	True
NG_000972	True
NG_000974	True
NG_000975	True
NG_000977	True
NG_000978	True
NG_000979	True
NG_000982	True
NG_000983	True
NG_000985	True
NG_000986	True
NG_000987	True
NG_000988	True
NG_000989	True
NG_000990	True
NG_000991	True
NG_000992	True
NG_000993	True
NG_000994	True
NG_000995	True
NG_000996	True
NG_000998	True
NG_000999	True
NG_001000	True
NG_001001	True
NG_001002	True
NG_001003	True
NG_001004	True
NG_001008	True
NG_001009	True
NG_001012	True
NG_001017	True
NG_001019	True
NG_001020	True
NG_001021	True
NG_001022	True
NG_001023	True
NG_001024	True
NG_001025	True
NG_001027	True
NG_001028	True
NG_001030	True
NG_001031	True
NG_001034	True
NG_001037	True
NG_001039	True
NG_001040	True
NG_001041	True
NG_001043	True
NG_001045	True
NG_001049	True
NG_001050	True
NG_001054	True
NG_001059	True
NG_001060	True
NG_001065	True
NG_001067	True
NG_001068	True
NG_001069	True
NG_001070	True
NG_001073	True
NG_001075	True
NG_001076	True
NG_001077	True
NG_001079	True
NG_001080	True
NG_001081	True
NG_001086	True
NG_001088	True
NG_001089	True
NG_001090	True
NG_001092	True
NG_001093	True
NG_001094	True
NG_001095	True
NG_001096	True
NG_001097	True
NG_001098	True
NG_001099	True
NG_001100	True
NG_001101	True
NG_001102	True
NG_001103	True
NG_001104	True
NG_001105	True
NG_001106	True
NG_001110	True
NG_001112	True
NG_001115	True
