name	is_canonical
ENSMUST00000000001	True
ENSMUST00000000003	True
ENSMUST00000000010	True
ENSMUST00000000028	True
ENSMUST00000000033	True
ENSMUST00000000049	True
ENSMUST00000000058	True
ENSMUST00000000080	True
ENSMUST00000000087	True
ENSMUST00000000090	True
ENSMUST00000000094	True
ENSMUST00000000095	True
ENSMUST00000000096	True
ENSMUST00000000109	True
ENSMUST00000000122	True
ENSMUST00000000127	True
ENSMUST00000000128	True
ENSMUST00000000129	True
ENSMUST00000000137	True
ENSMUST00000000145	True
ENSMUST00000000153	True
ENSMUST00000000161	True
ENSMUST00000000163	True
ENSMUST00000000171	True
ENSMUST00000000175	True
ENSMUST00000000186	True
ENSMUST00000000187	True
ENSMUST00000000188	True
ENSMUST00000000193	True
ENSMUST00000000194	True
ENSMUST00000000199	True
ENSMUST00000000201	True
ENSMUST00000000206	True
ENSMUST00000000208	True
ENSMUST00000000219	True
ENSMUST00000000220	True
ENSMUST00000000221	True
ENSMUST00000000228	True
ENSMUST00000000253	True
ENSMUST00000000254	True
ENSMUST00000000260	True
ENSMUST00000000266	True
ENSMUST00000000275	True
ENSMUST00000000284	True
ENSMUST00000000285	True
ENSMUST00000000287	True
ENSMUST00000000291	True
ENSMUST00000000299	True
ENSMUST00000000304	True
ENSMUST00000000305	True
ENSMUST00000000310	True
ENSMUST00000000312	True
ENSMUST00000000314	True
ENSMUST00000000317	True
ENSMUST00000000326	True
ENSMUST00000000327	True
ENSMUST00000000329	True
ENSMUST00000000335	True
ENSMUST00000000342	True
ENSMUST00000000348	True
ENSMUST00000000349	True
ENSMUST00000000356	True
ENSMUST00000000365	True
ENSMUST00000000369	True
ENSMUST00000000384	True
ENSMUST00000000388	True
ENSMUST00000000394	True
ENSMUST00000000395	True
ENSMUST00000000402	True
ENSMUST00000000412	True
ENSMUST00000000421	True
ENSMUST00000000430	True
ENSMUST00000000445	True
ENSMUST00000000449	True
ENSMUST00000000450	True
ENSMUST00000000451	True
ENSMUST00000000466	True
ENSMUST00000000476	True
ENSMUST00000000500	True
ENSMUST00000000505	True
ENSMUST00000000514	True
ENSMUST00000000542	True
ENSMUST00000000543	True
ENSMUST00000000544	True
ENSMUST00000000572	True
ENSMUST00000000573	True
ENSMUST00000000574	True
ENSMUST00000000579	True
ENSMUST00000000590	True
ENSMUST00000000594	True
ENSMUST00000000608	True
ENSMUST00000000619	True
ENSMUST00000000631	True
ENSMUST00000000632	True
ENSMUST00000000641	True
ENSMUST00000000642	True
ENSMUST00000000645	True
ENSMUST00000000646	True
ENSMUST00000000674	True
ENSMUST00000000687	True
ENSMUST00000000696	True
ENSMUST00000000704	True
ENSMUST00000000707	True
ENSMUST00000000717	True
ENSMUST00000000718	True
ENSMUST00000000724	True
ENSMUST00000000727	True
ENSMUST00000000746	True
ENSMUST00000000755	True
ENSMUST00000000756	True
ENSMUST00000000759	True
ENSMUST00000000767	True
ENSMUST00000000769	True
ENSMUST00000000776	True
