name	is_canonical
ENSMUSP00000000001	True
ENSMUSP00000000003	True
ENSMUSP00000000010	True
ENSMUSP00000000028	True
ENSMUSP00000000033	True
ENSMUSP00000000049	True
ENSMUSP00000000058	True
ENSMUSP00000000080	True
ENSMUSP00000000087	True
ENSMUSP00000000090	True
ENSMUSP00000000094	True
ENSMUSP00000000095	True
ENSMUSP00000000096	True
ENSMUSP00000000109	True
ENSMUSP00000000122	True
ENSMUSP00000000127	True
ENSMUSP00000000128	True
ENSMUSP00000000129	True
ENSMUSP00000000137	True
ENSMUSP00000000145	True
ENSMUSP00000000153	True
ENSMUSP00000000161	True
ENSMUSP00000000163	True
ENSMUSP00000000171	True
ENSMUSP00000000175	True
ENSMUSP00000000186	True
ENSMUSP00000000187	True
ENSMUSP00000000188	True
ENSMUSP00000000193	True
ENSMUSP00000000194	True
ENSMUSP00000000199	True
ENSMUSP00000000201	True
ENSMUSP00000000206	True
ENSMUSP00000000208	True
ENSMUSP00000000219	True
ENSMUSP00000000220	True
ENSMUSP00000000221	True
ENSMUSP00000000253	True
ENSMUSP00000000254	True
ENSMUSP00000000260	True
ENSMUSP00000000266	True
ENSMUSP00000000275	True
ENSMUSP00000000284	True
ENSMUSP00000000285	True
ENSMUSP00000000287	True
ENSMUSP00000000291	True
ENSMUSP00000000299	True
ENSMUSP00000000304	True
ENSMUSP00000000305	True
ENSMUSP00000000310	True
ENSMUSP00000000312	True
ENSMUSP00000000314	True
ENSMUSP00000000317	True
ENSMUSP00000000326	True
ENSMUSP00000000327	True
ENSMUSP00000000329	True
ENSMUSP00000000335	True
ENSMUSP00000000342	True
ENSMUSP00000000348	True
ENSMUSP00000000349	True
ENSMUSP00000000356	True
ENSMUSP00000000365	True
ENSMUSP00000000369	True
ENSMUSP00000000384	True
ENSMUSP00000000388	True
ENSMUSP00000000394	True
ENSMUSP00000000395	True
ENSMUSP00000000402	True
ENSMUSP00000000412	True
ENSMUSP00000000421	True
ENSMUSP00000000430	True
ENSMUSP00000000445	True
ENSMUSP00000000449	True
ENSMUSP00000000450	True
ENSMUSP00000000451	True
ENSMUSP00000000466	True
ENSMUSP00000000476	True
ENSMUSP00000000500	True
ENSMUSP00000000505	True
ENSMUSP00000000514	True
ENSMUSP00000000542	True
ENSMUSP00000000543	True
ENSMUSP00000000544	True
ENSMUSP00000000572	True
ENSMUSP00000000573	True
ENSMUSP00000000574	True
ENSMUSP00000000579	True
ENSMUSP00000000590	True
ENSMUSP00000000594	True
ENSMUSP00000000608	True
ENSMUSP00000000619	True
ENSMUSP00000000631	True
ENSMUSP00000000632	True
ENSMUSP00000000641	True
ENSMUSP00000000642	True
ENSMUSP00000000645	True
ENSMUSP00000000646	True
ENSMUSP00000000674	True
ENSMUSP00000000687	True
ENSMUSP00000000696	True
ENSMUSP00000000704	True
ENSMUSP00000000707	True
ENSMUSP00000000717	True
ENSMUSP00000000718	True
ENSMUSP00000000724	True
ENSMUSP00000000727	True
ENSMUSP00000000746	True
ENSMUSP00000000755	True
ENSMUSP00000000756	True
ENSMUSP00000000759	True
ENSMUSP00000000767	True
ENSMUSP00000000769	True
ENSMUSP00000000776	True
ENSMUSP00000000783	True
ENSMUSP00000000793	True
ENSMUSP00000000804	True
ENSMUSP00000000808	True
ENSMUSP00000000809	True
ENSMUSP00000000811	True
ENSMUSP00000000821	True
ENSMUSP00000000828	True
ENSMUSP00000000834	True
ENSMUSP00000000844	True
ENSMUSP00000000881	True
ENSMUSP00000000889	True
ENSMUSP00000000894	True
ENSMUSP00000000895	True
ENSMUSP00000000896	True
ENSMUSP00000000901	True
ENSMUSP00000000904	True
ENSMUSP00000000910	True
ENSMUSP00000000924	True
ENSMUSP00000000925	True
ENSMUSP00000000926	True
ENSMUSP00000000939	True
ENSMUSP00000000940	True
ENSMUSP00000000958	True
ENSMUSP00000000964	True
ENSMUSP00000000984	True
ENSMUSP00000000985	True
ENSMUSP00000001002	True
ENSMUSP00000001008	True
ENSMUSP00000001009	True
ENSMUSP00000001027	True
ENSMUSP00000001036	True
ENSMUSP00000001040	True
ENSMUSP00000001042	True
ENSMUSP00000001043	True
ENSMUSP00000001046	True
ENSMUSP00000001047	True
ENSMUSP00000001049	True
ENSMUSP00000001051	True
ENSMUSP00000001055	True
ENSMUSP00000001059	True
ENSMUSP00000001063	True
ENSMUSP00000001079	True
ENSMUSP00000001080	True
ENSMUSP00000001081	True
ENSMUSP00000001092	True
ENSMUSP00000001108	True
